,Il,Ilce,Mahalle,Konut Tipi,Oda Sayisi,Bulundugu Kat,Metrekare,Fiyat
326,İzmir,Çiğli,Sasallı Merkez Mh.,Villa,6+2,,360,15500000
327,İzmir,Urla,M. Fevzi Çakmak Mh.,Daire,5+1,Çatı Katı,150,6600000
328,İstanbul,Sultanbeyli,Mimar Sinan Mh.,Müstakil Ev,2+1,,182,3450000
329,Ankara,Gölbaşı,Hacılar Mh.,Villa,6+2,Düz Giriş ,650,30500000
330,Konya,Selçuklu,Buhara Mh.,Villa,9+,,350,12000000
331,Trabzon,Akçaabat,Söğütlü Mh.,Müstakil,5+2,,350,8000000
332,Antalya,Konyaaltı,Molla Yusuf Mh.,Villa,6+1,,450,32000000
333,İzmir,Karabağlar,Bahçelievler Mh.,Daire,2+1,2,130,2200000
334,Ankara,Keçiören,Yayla Mh.,Daire,3+1,3,130,2890000
335,İstanbul,Çatalca,Subaşı Mh.,Müstakil Ev,2+1,,950,6750000
336,Ankara,Etimesgut,Ahi Mesut Mh.,Daire,3+1,3,160,3450000
337,İzmir,Urla,Denizli Mh.,Villa,4+1,,220,11250000
338,Aydın,Nazilli,Cumhuriyet Mh.,Müstakil Ev,5+2,,111,1375000
339,Ankara,Sincan,Akşemsettin Mh.,Daire,2+1,3,105,2070000
340,İzmir,Aliağa,Kazım Dirik Mh.,Daire,2+1,1,100,1850000
341,İstanbul,Kartal,Orhantepe Mh.,Villa,7+2,,600,69000000
342,İstanbul,Çekmeköy,Cumhuriyet Mh.,Daire,3+1,2,145,4400000
343,Muğla,Dalaman,Karaçalı Mh.,Villa,4+1,,200,12250000
344,Balıkesir,Edremit,Akçay Mh.,Daire,1+1,1,60,2150000
345,İstanbul,Silivri,Ortaköy Mh.,Villa,5+1,,1000,18000000
346,İstanbul,Büyükçekmece,Mimaroba Mh.,Villa,4+2,,300,23500000
347,Balıkesir,Gömeç,Kemalpaşa Mh.,Villa,3+1,,275,6250000
348,İstanbul,Bahçelievler,Hürriyet Mh.,Daire,2+1,4,90,1430000
349,İzmir,Menemen,30 Ağustos Mh.,Daire,3+1,4,160,3900000
350,Tekirdağ,Marmaraereğlisi,Yeniçiftlik Mh.,Villa,2+1,,170,2550000
351,İstanbul,Silivri,Yeni Mh.,Daire,3+1,Yüksek Giriş,130,3000000
352,İstanbul,Şile,Akçakese Mh.,Müstakil Ev,6+3,,1409,27000000
353,Ankara,Sincan,Törekent Mh.,Villa,3+1,,155,4000000
354,İstanbul,Bahçelievler,Kocasinan Merkez Mh.,Villa,5+1,,240,11500000
355,İstanbul,Esenler,Kemer Mh.,Daire,2+1,5,87,2600000
356,İzmir,Buca,Yıldız Mh.,Daire,3+1,2,135,2200000
357,Antalya,Alanya,Bektaş Mh.,Villa,4+1,,300,15600000
359,İstanbul,Beylikdüzü,Dereağzı Mh.,Villa,5+2,,480,24500000
360,Ankara,Gölbaşı,Kızılcaşar Mh.,Villa,4+1,,265,18000000
361,İzmir,Bayraklı,Gümüşpala Mh.,Bina,1,,200,2750000
362,İzmir,Karabağlar,Sevgi Mh.,Daire,3+1,3,130,2750000
363,İstanbul,Kartal,Cumhuriyet Mh.,Bina,3+1,,340,11200000
364,İstanbul,Esenyurt,Mehmet Akif Ersoy Mh.,Daire,2+1,1,95,2250000
365,İstanbul,Silivri,Selimpaşa Mh.,Residence,3+1,Düz Giriş ,170,4100000
366,Antalya,Kumluca,Beykonak Mh.,Villa,4+1,Düz Giriş ,210,6000000
367,Ordu,Altınordu,Karapınar Mh.,Daire,3+1,2,150,2400000
368,Ankara,Çankaya,Konutkent Mh.,Residence,1+1,15,47,2700000
369,Antalya,Alanya,Mahmutlar Mh.,Villa,4+1,Düz Giriş ,370,19600000
370,İzmir,Selçuk,Atatürk Mh.,Daire,2+1,2,100,2000000
371,İstanbul,Silivri,Gümüşyaka Mh.,Villa,4+1,,205,7730000
372,İstanbul,Esenyurt,Battalgazi Mh.,Daire,3+2,Çatı Dubleks,200,2349000
373,Trabzon,Ortahisar,Ortahisar Mh.,Bina,2+1,,130,750000
374,İstanbul,Şişli,Eskişehir Mh.,Daire,2+1,Yüksek Giriş,110,3500000
375,Ankara,Keçiören,Ayvalı Mh.,Daire,3+1,1,140,2300000
376,İzmir,Torbalı,Torbalı Mh.,Daire,3+1,3,155,3850000
377,Ankara,Gölbaşı,Bahçelievler Mh.,Villa,7+1,Düz Giriş ,500,13850000
378,İzmir,Konak,Halkapınar Mh.,Daire,2+1,25,123,16500000
379,Antalya,Döşemealtı,Düzlerçamı Mh.,Villa,5+1,,210,8999999
380,İzmir,Karabağlar,Muammer Akar Mh.,Daire,3+1,2,140,2990000
381,İzmir,Narlıdere,Limanreis Mh.,Müstakil,4+1,,220,10000000
382,İzmir,Bornova,Mevlana Mh.,Daire,1+1,Yüksek Giriş,55,2350000
383,Ankara,Yenimahalle,Uğur Mumcu Mh.,Müstakil Ev,3+1,,130,3995000
384,Ankara,Çubuk,Muhsin Yazıcıoğlu Mh.,Villa,6+1,Düz Giriş ,270,3250000
385,İstanbul,Kartal,Kordonboyu Mh.,Residence,3+1,11,126,9250000
386,Aydın,Söke,Serçin Mh.,Müstakil Ev,3+1,,150,4000000
387,Trabzon,Ortahisar,İskenderpaşa Mh.,Bina,1,,390,37500000
388,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mh.,Daire,2+1,3,110,2149000
389,Antalya,Alanya,Kargıcak Mh.,Villa,4+2,,650,16435000
390,Ankara,Keçiören,Esertepe Mh.,Daire,3+1,Yüksek Giriş,140,2680000
391,İzmir,Aliağa,Yeni Mh.,Daire,3+1,1,120,2800000
392,İstanbul,Beykoz,Acarlar Mh.,Villa,6+2,,700,74000000
393,Aydın,Didim,Akbük Mh.,Villa,3+1,1,165,10500000
394,İstanbul,Esenyurt,Çınar Mh.,Daire,2+1,3,115,980000
395,Konya,Meram,Hatıp Mh.,Villa,4+1,,240,6150000
396,İzmir,Dikili,Salihler Mh.,Villa,4+1,,220,3939000
397,İstanbul,Sultangazi,Yunus Emre Mh.,Daire,2+1,3,100,3250000
398,İzmir,Dikili,Cumhuriyet Mh.,Villa,9+,,250,22000000
399,Ankara,Sincan,Mareşal Çakmak Mh.,Daire,3+1,1,120,1599000
400,İzmir,Urla,Kalabak Mh.,Villa,4+1,,280,20950000
401,Trabzon,Ortahisar,Konaklar Mh.,Bina,1+1,,1000,22000000
402,İzmir,Karaburun,Mordoğan Mh.,Müstakil,4+1,,130,5000000
403,Balıkesir,Edremit,Güre Mh.,Villa,4+1,,190,12500000
404,Antalya,Alanya,Mahmutlar Mh.,Residence,4+1,Çatı Dubleks,265,8100000
405,İstanbul,Pendik,Yenişehir Mh.,Daire,5+1,4,146,10000000
406,İstanbul,Sarıyer,Bahçeköy Yeni Mh.,Daire,3+1,3,120,3250000
407,Tekirdağ,Marmaraereğlisi,Yeniçiftlik Mh.,Müstakil Ev,4+1,Düz Giriş ,280,3695000
408,Trabzon,Akçaabat,Darıca Mh.,Müstakil,5+1,,250,4500000
409,Şanlıurfa,Karaköprü,Narlıkuyu Mh.,Daire,3+1,8,195,2800000
410,Ankara,Etimesgut,Bağlıca Mh.,Villa,7+1,,250,14900000
411,Antalya,Serik,Kadriye Mh.,Villa,3+1,,220,24000000
412,İstanbul,Sarıyer,Maslak Mh.,Residence,2+1,33,114,16500000
413,Antalya,Manavgat,Hatipler Mh.,Villa,5+1,Düz Giriş ,200,13500000
414,İstanbul,Şişli,Gülbahar Mh.,Residence,2+1,5,130,4750000
415,Denizli,Pamukkale,Yunusemre Mh.,Daire,2+1,2,150,3750000
416,İzmir,Çeşme,Çiftlik Mh.,Villa,3+1,,125,13000000
417,Manisa,Yunusemre,Sümbültepe Mh.,Müstakil Ev,2+1,,400,2750000
418,İzmir,Menderes,Orta Mh.,Müstakil,4+1,,160,7250000
419,İstanbul,Kadıköy,Sahrayı Cedit Mh.,Residence,1+1,1,75,5450000
420,Antalya,Alanya,Kargıcak Mh.,Villa,4+1,1,300,7400000
421,Ankara,Altındağ,Gicik Mh.,Villa,2+1,,70,850000
422,İzmir,Menemen,Gazi Mustafa Kemal Mh.,Daire,2+1,2,80,2500000
423,Konya,Akören,Ağalar Mh.,Bina,1,,450,1875000
424,İstanbul,Bağcılar,Bağlar Mh.,Daire,3+1,4,157,9750000
425,Antalya,Alanya,Sapadere Mh.,Köy Evi,3+1,,2890,7750000
426,Tekirdağ,Marmaraereğlisi,Yeniçiftlik Mh.,Müstakil,3+1,,180,2550000
427,Mersin,Tarsus,Altaylılar Mh.,Daire,4+1,7,240,3950000
428,Bursa,Yıldırım,Yıldırım Mh.,Müstakil Ev,5+1,,370,13750000
429,İzmir,Torbalı,Muratbey Mh.,Daire,3+1,1,145,2300000
430,Adana,Çukurova,Toros Mh.,Daire,4+1,1,195,3000000
431,İstanbul,Eyüpsultan,Çırçır Mh.,Daire,2+1,9,120,5350000
432,İstanbul,Beylikdüzü,Adnan Kahveci Mh.,Daire,2+1,Yüksek Giriş,115,2649000
433,Antalya,Alanya,Avsallar Mh.,Residence,2+1,2,149,3427000
434,Antalya,Alanya,Kargıcak Mh.,Müstakil,4+2,,365,7206000
435,İzmir,Menderes,Çukuraltı Mh.,Daire,4+1,3,170,4250000
436,Aydın,Kuşadası,Bayraklıdede Mh.,Villa,4+1,,220,9000000
437,Antalya,Alanya,Güller Pınarı Mh.,Residence,2+1,Çatı Dubleks,100,7300000
438,Bursa,Yıldırım,Samanlı Mh.,Müstakil Ev,2+1,,245,3600000
439,Muğla,Milas,Boğaziçi Mh.,Daire,2+1,2,105,4250000
440,İstanbul,Üsküdar,Küçük Çamlıca Mh.,Villa,6+2,,600,48000000
441,İstanbul,Pendik,Kavakpınar Mh.,Daire,2+1,6,82,2500000
442,Trabzon,Akçaabat,Orta Mh.,Müstakil,5+1,,270,12500000
443,Ankara,Pursaklar,Fatih Mh.,Daire,4+1,3,165,3100000
444,Antalya,Muratpaşa,Güzeloba Mh.,Residence,1+1,Düz Giriş,55,3600000
445,İzmir,Çiğli,İzkent Mh.,Daire,3+1,5,130,2000000
446,İzmir,Urla,Kuşçular Mh.,Villa,3+1,,125,10000000
447,İstanbul,Esenyurt,Cumhuriyet Mh.,Daire,2+1,2,125,1950000
448,Trabzon,Çarşıbaşı,Fenerköy Mh.,Müstakil,3+1,,750,4300000
449,Antalya,Alanya,Tepe Mh.,Villa,4+1,,280,12300000
450,Antalya,Elmalı,Gündoğan Mh.,Müstakil Ev,4+1,,140,2580000
451,İstanbul,Esenyurt,Cumhuriyet Mh.,Daire,2+1,3,115,1100000
452,Balıkesir,Edremit,Akçay Mh.,Daire,2+1,2,110,2550000
453,Ankara,Sincan,Pınarbaşı Mh.,Daire,3+1,2,135,2499000
454,Samsun,İlkadım,Çatalarmut Mh.,Daire,2+1,1,100,1800000
455,İzmir,Konak,Akın Simav Mh.,Daire,3+1,4,130,2400000
456,Manisa,Salihli,Sağlık Mh.,Daire,3+1,5,145,1380000
457,Mersin,Mezitli,Çankaya Mh.,Villa,5+1,,340,15000000
458,Ankara,Sincan,Fevzi Çakmak Mh.,Daire,3+1,3,155,2498000
459,İstanbul,Sancaktepe,Yenidoğan Mh.,Daire,2+1,1,80,2250000
460,İstanbul,Ümraniye,Atatürk Mh.,Bina,1,,285,125000000
461,Antalya,Alanya,Mahmutlar Mh.,Residence,2+1,3,120,3597000
462,Adana,Seyhan,Barış Mh.,Müstakil Ev,2+1,,120,2150000
463,Aydın,Kuşadası,Türkmen Mh.,Villa,3+1,,190,3580000
464,İzmir,Karşıyaka,Cumhuriyet Mh.,Müstakil Ev,2+1,,159,2850000
465,Ankara,Keçiören,Çiçekli Mh.,Daire,3+1,2,135,2650000
466,Ankara,Keçiören,Aşağı Eğlence Mh.,Daire,3+1,Yüksek Giriş,180,2325000
467,İzmir,Konak,Kılıç Reis Mh.,Daire,3+1,2,110,1875000
468,İstanbul,Beşiktaş,Nisbetiye Mh.,Daire,2+1,1,85,6000000
469,Antalya,Konyaaltı,Geyikbayırı Mh.,Villa,4+1,,175,4480000
470,İzmir,Dikili,Salihler Mh.,Villa,3+1,,165,3900000
471,Konya,Karatay,Karaciğan Mh.,Daire,3+1,2,155,1900000
472,İzmir,Menderes,Çukuraltı Mh.,Villa,4+1,,150,4500000
473,İzmir,Konak,Mithatpaşa Mh.,Daire,3+1,1,115,2300000
474,İstanbul,Çekmeköy,Merkez Mh.,Daire,1+1,Düz Giriş,80,1950000
475,Ankara,Etimesgut,Bağlıca Mh.,Villa,6+1,,330,13500000
476,Konya,Meram,Durunday Mh.,Villa,4+1,,220,8200000
477,Antalya,Alanya,Mahmutlar Mh.,Residence,1+1,3,50,2000000
478,Aydın,Didim,Akbük Mh.,Villa,3+1,,150,4000000
479,İzmir,Menderes,Çukuraltı Mh.,Villa,4+1,,220,6500000
480,İzmir,Menderes,Mithatpaşa Mh.,Müstakil Ev,6+2,,379,17000000
481,Konya,Selçuklu,Mehmet Akif Mh.,Müstakil Ev,3+1,,150,12000000
482,Konya,Akşehir,Savaş Mh.,Müstakil,4+1,,250,900000
483,İzmir,Tire,4 Eylül Mh.,Müstakil Ev,2+1,,485,850000
484,Ankara,Akyurt,Yeşiltepe Mh.,Villa,8+2,,300,3750000
485,İstanbul,Fatih,Muhsine Hatun Mh.,Daire,4+2,4,180,4700000
486,İzmir,Karşıyaka,Yalı Mh.,Daire,4+1,2,230,19750000
487,İzmir,Menderes,Ahmetbeyli Mh.,Çiftlik Evi,2+1,,300,10750000
488,İzmir,Torbalı,Ayrancılar Mh.,Daire,2+1,Yüksek Giriş,85,1550000
489,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mh.,Villa,3+1,,204,15000000
490,Ankara,Pursaklar,Merkez Mh.,Daire,2+1,3,110,1695000
491,İzmir,Menemen,9 Eylül Mh.,Villa,3+1,,178,14250000
492,İzmir,Karşıyaka,Goncalar Mh.,Daire,2+1,2,85,5000000
493,Ankara,Çankaya,Harbiye Mh.,Daire,3+1,2,135,3800000
494,Ankara,Mamak,Akşemsettin Mh.,Daire,3+1,7,160,3899000
495,Antalya,Döşemealtı,Altınkale Mh.,Villa,6+1,,490,35000000
496,Ankara,Yenimahalle,İlkyerleşim Mh.,Müstakil Ev,3+1,,140,3850000
497,Aydın,Kuşadası,Güzelçamlı Mh.,Villa,3+1,,140,12000000
498,İstanbul,Sancaktepe,Yenidoğan Mh.,Daire,2+1,1,99,2399000
499,Ankara,Çankaya,Alacaatlı Mh.,Müstakil,9+,,690,32950000
500,İzmir,Karabağlar,Yurdoğlu Mh.,Daire,3+1,2,130,2325000
501,Ankara,Sincan,Mustafa Kemal Mh.,Daire,3+1,2,145,2749000
502,Ankara,Sincan,Andiçen Mh.,Daire,3+1,4,120,1749000
503,Konya,Meram,Aymanas Mh.,Kooperatif,3+1,5,160,2150000
504,İstanbul,Üsküdar,Küplüce Mh.,Villa,9+,,445,51000000
505,İzmir,Buca,Şirinkapı Mh.,Daire,2+1,2,90,2750000
506,Isparta,Isparta Merkez,Fatih Mh.,Müstakil Ev,2+1,,95,3525000
507,Konya,Selçuklu,Buhara Mh.,Villa,6+1,Düz Giriş ,340,12500000
508,İstanbul,Bağcılar,Mahmutbey Mh.,Bina,2+1,,200,13750000
509,Ankara,Çankaya,Şehit Cengiz Karaca Mh.,Bina,9+,,3700,80000000
510,Konya,Meram,Yenibahçe Mh.,Müstakil Ev,3+1,,165,2275000
511,İstanbul,Beylikdüzü,Adnan Kahveci Mh.,Daire,2+1,-2,140,4999999
512,Antalya,Muratpaşa,Ermenek Mh.,Villa,4+1,,400,29750000
513,İstanbul,Kadıköy,Fikirtepe Mh.,Residence,1+1,11,74,5500000
514,İstanbul,Sarıyer,Ayazağa Mh.,Residence,1+1,2,85,11000000
515,İstanbul,Bayrampaşa,Orta Mh.,Bina,2+1,,100,6500000
516,Antalya,Serik,Belek Mh.,Villa,3+1,,807,19250000
517,İstanbul,Eyüpsultan,Topçular Mh.,Residence,1+1,3,65,3700000
518,Sivas,Sivas Merkez,Karşıyaka Mh.,Müstakil Ev,3+1,,417,2420000
519,İzmir,Buca,İnönü Mh.,Daire,2+1,3,110,1700000
520,Antalya,Serik,Kadriye Mh.,Bina,9+,,1250,30500000
521,İzmir,Gaziemir,Yeşil Mh.,Daire,3+1,3,135,3250000
522,İzmir,Seferihisar,Payamlı Mh.,Villa,2+1,,170,2650000
523,Balıkesir,Edremit,Altınkum Mh.,Müstakil Ev,6+1,,250,10900000
524,Antalya,Döşemealtı,Yalınlı Mh.,Villa,4+1,Bahçe Dublex,450,31500000
525,Antalya,Serik,Boğazkent Mh.,Villa,2+1,,130,3850000
526,İstanbul,Şişli,Mecidiyeköy Mh.,Residence,2+1,30,150,25000000
527,Antalya,Kemer,Beycik Mh.,Villa,4+1,Düz Giriş ,300,9000000
528,Ankara,Gölbaşı,Kızılcaşar Mh.,Villa,6+2,,550,27500000
529,Adana,Ceyhan,Burhaniye Mh.,Daire,3+2,Yüksek Giriş,160,1950000
530,İzmir,Dikili,Kabakum Mh.,Villa,4+1,,150,12500000
531,İstanbul,Sarıyer,Yeniköy Mh.,Villa,5+1,,350,82000000
532,İzmir,Bayraklı,Fuat Edip Baksı Mh.,Daire,3+1,Yüksek Giriş,200,4800000
533,Antalya,Serik,Belek Mh.,Villa,4+1,,200,4750000
534,İstanbul,Başakşehir,Güvercintepe Mh.,Daire,1+1,Yüksek Giriş,80,1400000
535,Antalya,Alanya,Mahmutlar Mh.,Residence,2+1,11,157,7500000
536,İzmir,Aliağa,Çakmaklı Mh.,Bina,1,,465,6500000
537,İzmir,Balçova,Teleferik Mh.,Villa,4+1,,195,15250000
538,Antalya,Alanya,Mahmutlar Mh.,Villa,4+1,,372,32000000
539,İstanbul,Sarıyer,Huzur Mh.,Residence,1+1,39,98,8500000
540,Trabzon,Beşikdüzü,Adacık Mh.,Villa,5+1,,300,8500000
541,İstanbul,Şile,Çayırbaşı Mh.,Villa,4+1,,200,14500000
542,Antalya,Serik,Belek Mh.,Villa,7+1,,350,17400000
543,Ankara,Mamak,Yeni Bayındır Mh.,Daire,3+1,1,115,1650000
544,İstanbul,Sultangazi,Cebeci Mh.,Daire,3+1,1,135,3475000
545,Ankara,Sincan,Malazgirt Mh.,Daire,3+1,1,135,1819000
546,Ankara,Gölbaşı,Ballıkpınar Mh.,Villa,6+1,,550,23350000
547,İzmir,Menemen,9 Eylül Mh.,Daire,3+1,-1,120,2800000
548,Kocaeli,Başiskele,Körfez Mh.,Villa,4+1,,260,9750000
549,İzmir,Bergama,Göçbeyli Mh.,Daire,2+1,Düz Giriş,75,725000
550,Şanlıurfa,Karaköprü,Seyrantepe Mh.,Daire,3+1,10,160,1800000
551,Edirne,Uzunköprü,Çakmak Köyü,Köy Evi,2+1,,300,550000
552,Trabzon,Akçaabat,Yeni Mh.,Villa,9+,,860,13450000
553,Trabzon,Yomra,Kaşüstü Mh.,Villa,4+1,Düz Giriş ,900,34550000
554,Antalya,Alanya,Cikcilli Mh.,Daire,3+1,3,155,3400000
555,Gaziantep,Şahinbey,Yeditepe Mh.,Daire,2+1,3,125,2050000
556,İstanbul,Beylikdüzü,Gürpınar Mh.,Villa,6+2,,650,32500000
557,Antalya,Döşemealtı,Altınkale Mh.,Villa,5+1,Düz Giriş ,340,23000000
558,Antalya,Döşemealtı,Altınkale Mh.,Villa,5+1,,230,18000000
559,İzmir,Çiğli,Evka-5 Mh.,Daire,3+1,Yüksek Giriş,125,1975000
560,İstanbul,Bahçelievler,Hürriyet Mh.,Daire,2+1,2,85,2575000
561,İstanbul,Beykoz,Çengeldere Mh.,Villa,9+,,3600,195000000
562,Antalya,Konyaaltı,Hisarçandır Mh.,Villa,2+1,,125,3500000
563,İzmir,Torbalı,Torbalı Mh.,Daire,2+1,2,90,2750000
564,Antalya,Serik,Kadriye Mh.,Villa,4+1,,260,4750000
565,Ankara,Mamak,Bahçeleriçi Mh.,Daire,5+1,4,270,3250000
566,İstanbul,Gaziosmanpaşa,Şemsipaşa Mh.,Daire,2+1,3,100,2250000
567,İstanbul,Beylikdüzü,Marmara Mh.,Villa,4+2,,750,60000000
568,İstanbul,Beykoz,Anadolu Hisarı Mh.,Köşk,5+1,,270,65000000
569,İstanbul,Sultanbeyli,Battalgazi Mh.,Daire,2+1,3,95,2750000
570,İstanbul,Fatih,Koca Mustafapaşa Mh.,Bina,1,,98,7490000
571,Ankara,Sincan,29 Ekim Mh.,Daire,3+1,1,165,2749000
572,İstanbul,Küçükçekmece,Mehmet Akif Mh.,Daire,2+1,Yüksek Giriş,80,1100000
573,İzmir,Selçuk,14 Mayıs Mh.,Villa,3+1,,178,7500000
574,İstanbul,Silivri,Çanta Balaban Mh.,Villa,4+1,,190,7000000
575,İstanbul,Güngören,Abdurrahman Nafiz Gürman Mh.,Daire,2+1,2,100,3375000
576,İstanbul,Pendik,Çamçeşme Mh.,Daire,3+1,2,110,2800000
577,Aydın,Kuşadası,Değirmendere Mh.,Villa,6+2,,473,36000000
578,Antalya,Döşemealtı,Yalınlı Mh.,Villa,6+1,,434,19200000
579,İstanbul,Şişli,Halide Edip Adıvar Mh.,Daire,1+1,2,110,2390000
580,İstanbul,Esenyurt,Süleymaniye Mh.,Daire,2+1,4,130,1100000
581,Kocaeli,Kartepe,Uzunçiftlik Mh.,Daire,2+1,Çatı Dubleks,145,1995000
582,İzmir,Çeşme,Şifne Mh.,Villa,3+1,,120,13000000
583,İstanbul,Esenyurt,Ardıçlı Mh.,Daire,2+1,2,120,1399000
584,Ankara,Mamak,Misket Mh.,Daire,2+1,2,90,1590000
585,İstanbul,Bağcılar,100. Yıl Mh.,Prefabrik,1,,21,160000
586,İzmir,Dikili,Salimbey Mh.,Daire,2+1,Yüksek Giriş,90,2600000
587,İstanbul,Silivri,Çanta Balaban Mh.,Villa,4+1,,690,8000000
588,Muğla,Dalaman,Karaçalı Mh.,Müstakil,4+1,,210,11800000
589,Ankara,Sincan,Akşemsettin Mh.,Daire,3+1,2,110,1949000
590,Antalya,Alanya,Kargıcak Mh.,Müstakil Ev,4+1,Bahçe Dublex,550,10034000
591,Ankara,Güdül,Güneyce Mh.,Devremülk,1+1,2,60,125000
592,Ankara,Mamak,Hürel Mh.,Daire,2+1,Yüksek Giriş,110,1750000
593,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mh.,Daire,4+1,4,140,4480000
594,İstanbul,Beylikdüzü,Yakuplu Mh.,Daire,2+1,2,100,2200000
595,İzmir,Torbalı,Çapak Mh.,Köy Evi,1+1,,250,950000
596,Ankara,Altındağ,Karapürçek Mh.,Daire,3+1,-2,150,1565000
597,İstanbul,Silivri,Çanta Balaban Mh.,Villa,9+,,379,12000000
598,İstanbul,Sarıyer,İstinye Mh.,Müstakil Ev,5+1,,90,12500000
599,Sakarya,Karasu,Yalı Mh.,Yazlık,3+1,3,170,2000000
600,Antalya,Alanya,Türkler Mh.,Villa,4+1,,200,6625000
601,İzmir,Seferihisar,Tepecik Mh.,Villa,4+1,,240,12600000
602,Konya,Meram,Alpaslan Mh.,Müstakil Ev,9+,,500,7900000
603,İstanbul,Küçükçekmece,İnönü Mh.,Daire,2+1,Düz Giriş,100,985000
604,Bursa,Kestel,Vanimehmet Mh.,Daire,3+1,Düz Giriş,135,2250000
605,İzmir,Buca,Kuruçeşme Mh.,Daire,2+1,-1,96,1650000
606,Antalya,Alanya,Kargıcak Mh.,Villa,3+1,,300,14000000
607,İzmir,Menemen,Gazi Mh.,Daire,2+1,7,90,1580000
608,Ankara,Gölbaşı,Bahçelievler Mh.,Daire,4+1,Düz Giriş,180,4100000
609,Muğla,Ortaca,Karaburun Mh.,Daire,2+1,3,95,2750000
610,İzmir,Bergama,Fatih Mh.,Daire,1+1,Yüksek Giriş,65,1350000
611,Mersin,Erdemli,Çeşmeli Mh.,Yazlık,3+1,1,185,3990000
612,İstanbul,Sancaktepe,Abdurrahmangazi Mh.,Daire,2+1,2,100,2598000
613,İzmir,Çeşme,Ilıca Mh.,Villa,6+2,,1041,77000000
614,Konya,Meram,Karahüyük Mh.,Prefabrik,1+1,,75,650000
615,İstanbul,Beşiktaş,Levazım Mh.,Residence,9+,Düz Giriş,4250,672000000
616,İstanbul,Küçükçekmece,Tevfik Bey Mh.,Daire,2+1,Yüksek Giriş,90,1595000
617,Ankara,Pursaklar,Mimar Sinan Mh.,Daire,4+1,1,200,3950000
618,İstanbul,Başakşehir,Kayabaşı Mh.,Daire,5+1,6,225,17000000
619,Ankara,Etimesgut,Eryaman Mh.,Daire,4+1,3,185,3600000
620,İstanbul,Sarıyer,Ayazağa Mh.,Residence,3+1,16,185,24300000
621,Konya,Seydişehir,Anabağlar Mh.,Müstakil Ev,2+1,,120,3550000
622,İzmir,Menemen,İstiklal Mh.,Daire,3+1,2,135,5940000
623,İzmir,Seferihisar,Payamlı Mh.,Villa,3+1,,140,3500000
624,İzmir,Gaziemir,Irmak Mh.,Daire,3+1,3,160,5500000
625,İstanbul,Bahçelievler,Çobançeşme Mh.,Daire,2+1,1,100,2900000
626,İzmir,Çeşme,Yalı Mh.,Villa,4+1,,250,14900000
627,Antalya,Konyaaltı,Molla Yusuf Mh.,Villa,4+1,4,320,21750000
628,İzmir,Karşıyaka,Dedebaşı Mh.,Daire,2+1,Yüksek Giriş,95,2690000
629,İstanbul,Beylikdüzü,Yakuplu Mh.,Daire,2+1,1,90,3350000
630,İzmir,Buca,Atatürk Mh.,Daire,1+1,3,46,2100000
631,Antalya,Alanya,Tepe Mh.,Villa,5+1,,235,13750000
632,İzmir,Güzelbahçe,Kahramandere Mh.,Bina,1,,250,42000000
633,Konya,Meram,Bahçeşehir Mh.,Villa,4+2,,340,7500000
634,İzmir,Seferihisar,Payamlı Mh.,Villa,3+1,,170,6675000
635,Ankara,Yenimahalle,Karacakaya Mh.,Villa,3+2,,330,9500000
636,Aydın,Didim,Hisar Mh.,Villa,3+1,,200,7650000
637,İzmir,Dikili,Salihler Mh.,Villa,5+1,,280,16750000
638,Ankara,Keçiören,Kavacık Subayevleri Mh.,Bina,1,,600,14750000
639,İstanbul,Bahçelievler,Şirinevler Mh.,Daire,3+1,1,125,3400000
640,İstanbul,Bahçelievler,Hürriyet Mh.,Daire,2+1,1,80,1350000
641,İstanbul,Şişli,Meşrutiyet Mh.,Bina,1,,700,53000000
642,İstanbul,Esenyurt,Çınar Mh.,Daire,1+1,2,110,1499000
643,Antalya,Kumluca,Beykonak Mh.,Villa,6+1,,300,8375000
644,İstanbul,Beylikdüzü,Adnan Kahveci Mh.,Daire,3+1,2,150,5590000
645,Muğla,Milas,Kıyıkışlacık Mh.,Villa,3+1,,210,13500000
646,Ankara,Çankaya,Yıldızevler Mh.,Residence,4+1,2,220,11500000
647,İstanbul,Avcılar,Cihangir Mh.,Daire,2+1,1,85,2600000
648,Antalya,Döşemealtı,Altınkale Mh.,Villa,5+1,Düz Giriş ,240,16000000
649,İstanbul,Beylikdüzü,Gürpınar Mh.,Villa,5+2,,450,18350000
650,Muğla,Köyceğiz,Hamitköy Mh.,Villa,6+1,,3500,11250000
651,Antalya,Alanya,Dinek Mh.,Villa,6+2,,600,45000000
652,İzmir,Konak,Güzelyalı Mh.,Daire,3+1,1,125,5100000
653,Balıkesir,Ayvalık,Namık Kemal Mh.,Müstakil Ev,9+,,2900,44250000
654,Kayseri,Melikgazi,Bahçelievler Mh.,Daire,3+1,6,175,2150000
655,Ankara,Sincan,Mustafa Kemal Mh.,Daire,3+1,1,130,2470000
656,İstanbul,Esenyurt,Güzelyurt Mh.,Daire,1+1,6,100,1050000
657,Balıkesir,Edremit,Güre Mh.,Villa,4+1,,170,7600000
658,Antalya,Aksu,Altıntaş Mh.,Residence,1+1,3,65,3500000
